RAO,Leite Lopes Airport,-21.1364,-47.7767
MLG,Abdul Rachman Saleh Airport,-7.9266,112.715
BTU,Bintulu Airport,3.1239,113.02
PIU,Capitán FAP Guillermo Concha Iberico International Airport,-5.2057,-80.6164
MCY,Sunshine Coast Airport,-26.6033,153.091
MMK,Murmansk Airport,68.7817,32.7508
KER,Kerman Airport,30.2744,56.9511
IZO,Izumo Airport,35.4136,132.89
FAT,Fresno Yosemite International Airport,36.7762,-119.718
AOR,Sultan Abdul Halim Airport,6.1897,100.398
TST,Trang Airport,7.5087,99.6166
USH,Malvinas Argentinas Airport,-54.8433,-68.2958
PVH,Governador Jorge Teixeira de Oliveira Airport,-8.7093,-63.9023
JRO,Kilimanjaro International Airport,-3.4294,37.0745
FIH,Ndjili International Airport,-4.3858,15.4446
MLX,Malatya Erhaç Airport,38.4353,38.091
AZD,Shahid Sadooghi Airport,31.9049,54.2765
MMB,Memanbetsu Airport,43.8806,144.164
ROS,Islas Malvinas Airport,-32.9036,-60.785
BTJ,Sultan Iskandar Muda International Airport,5.5229,95.4206
PAD,Paderborn Lippstadt Airport,51.6141,8.6163
TOY,Toyama Airport,36.6483,137.188
BKS,Fatmawati Soekarno Airport,-3.8637,102.339
SJP,Prof. Eribelto Manoel Reino State Airport,-20.8166,-49.4065
REN,Orenburg Central Airport,51.7958,55.4567
MFE,Mc Allen Miller International Airport,26.1758,-98.2386
UTP,U-Tapao International Airport,12.6799,101.005
TGU,Toncontín International Airport,14.0609,-87.2172
TLH,Tallahassee Regional Airport,30.3965,-84.3503
ACA,General Juan N Alvarez International Airport,16.7571,-99.754
NJC,Nizhnevartovsk Airport,60.9493,76.4836
AMA,Rick Husband Amarillo International Airport,35.2194,-101.706
ASJ,Amami Airport,28.4306,129.713
BHO,Raja Bhoj International Airport,23.2875,77.3374
PLW,Mutiara Airport,-0.9185,119.91
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,-6.5087,-76.3732
YGJ,Miho Yonago Airport,35.4922,133.236
KTA,Karratha Airport,-20.7122,116.773
PKC,Yelizovo Airport,53.1679,158.454
MGF,Regional de Maringá - Sílvio Nane Junior Airport,-23.4794,-52.0122
ABD,Abadan Airport,30.3711,48.2283
PKY,Tjilik Riwut Airport,-2.2251,113.943
ROK,Rockhampton Airport,-23.3819,150.475
TER,Lajes Airport,38.7618,-27.0908
PMR,Palmerston North Airport,-40.3206,175.617
BUZ,Bushehr Airport,28.9448,50.8346
VGA,Vijayawada Airport,16.5304,80.7968
ISP,Long Island Mac Arthur Airport,40.7952,-73.1002
CRD,General E. Mosconi Airport,-45.7853,-67.4655
HRE,Robert Gabriel Mugabe International Airport,-17.9318,31.0928
TNR,Ivato Airport,-18.7969,47.4788
VOZ,Voronezh International Airport,51.8142,39.2296
OBO,Tokachi-Obihiro Airport,42.7333,143.217
IOS,Bahia - Jorge Amado Airport,-14.816,-39.0332
PUY,Pula Airport,44.8935,13.9222
LBU,Labuan Airport,5.3007,115.25
ZAD,Zadar Airport,44.1083,15.3467
NBC,Begishevo Airport,55.5647,52.0925
ASP,Alice Springs Airport,-23.8067,133.902
ASF,Astrakhan Airport,46.2833,48.0063
MCP,Alberto Alcolumbre Airport,0.0507,-51.0722
LGP,Legazpi City International Airport,13.1575,123.735
IXL,Leh Kushok Bakula Rimpochee Airport,34.1359,77.5465
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,-8.0814,-79.1088
TUC,Teniente Benjamin Matienzo Airport,-26.8409,-65.1049
ZAH,Zahedan International Airport,29.4757,60.9062
DGT,Sibulan Airport,9.3337,123.3
USN,Ulsan Airport,35.5935,129.352
VAS,Sivas Nuri Demirağ Airport,39.8138,36.9035
BAX,Barnaul Airport,53.3638,83.5385
FDH,Friedrichshafen Airport,47.6713,9.5115
CIX,Capitan FAP Jose A Quinones Gonzales International Airport,-6.7875,-79.8281
JOI,Lauro Carneiro de Loyola Airport,-26.2245,-48.7974
DNZ,Çardak Airport,37.7856,29.7013
COO,Cadjehoun Airport,6.3572,2.3844
RSU,Yeosu Airport,34.8423,127.617
PCL,Cap FAP David Abenzur Rengifo International Airport,-8.3779,-74.5743
PHS,Phitsanulok Airport,16.7829,100.279
TIR,Tirupati Airport,13.6325,79.5433
PNZ,Senador Nilo Coelho Airport,-9.3624,-40.5691
MKW,Rendani Airport,-0.8918,134.049
RKT,Ras Al Khaimah International Airport,25.6135,55.9388
PHE,Port Hedland International Airport,-20.3778,118.626
BRQ,Brno-Tuřany Airport,49.1513,16.6944
AAE,Rabah Bitat Airport,36.8222,7.8092
JUL,Inca Manco Capac International Airport,-15.4671,-70.1582
STM,Maestro Wilson Fonseca Airport,-2.4247,-54.7858
SCW,Syktyvkar Airport,61.647,50.8451
HME,Oued Irara Airport,31.673,6.1404
RAS,Sardar-e-Jangal Airport,37.3233,49.6178
MWZ,Mwanza Airport,-2.4445,32.9327
ZAZ,Zaragoza Air Base,41.6662,-1.0416
PKN,Iskandar Airport,-2.7052,111.673
GNV,Gainesville Regional Airport,29.6901,-82.2718
NPL,New Plymouth Airport,-39.0086,174.179
TIM,Moses Kilangin Airport,-4.5283,136.887
TJQ,Buluh Tumbang (H A S Hanandjoeddin) Airport,-2.7457,107.755
BHI,Comandante Espora Airport,-38.725,-62.1693
RAJ,Rajkot Airport,22.3092,70.7795
BQS,Ignatyevo Airport,50.4254,127.412
SCN,Saarbrücken Airport,49.2146,7.1095
HNA,Hanamaki Airport,39.4286,141.135
KAN,Mallam Aminu International Airport,12.0476,8.5246
GTO,Jalaluddin Airport,0.6371,122.85
HTA,Chita-Kadala Airport,52.0263,113.306
KOP,Nakhon Phanom Airport,17.3838,104.643
RTB,Juan Manuel Galvez International Airport,16.3168,-86.523
TNN,Tainan Airport,22.9504,120.206
TTJ,Tottori Airport,35.5301,134.167
BIK,Frans Kaisiepo Airport,-1.19,136.108
STW,Stavropol Shpakovskoye Airport,45.1092,42.1128
CFS,Coffs Harbour Airport,-30.3206,153.116
ENU,Akanu Ibiam International Airport,6.4743,7.562
TRG,Tauranga Airport,-37.6719,176.196
SOQ,Dominique Edward Osok Airport,-0.894,131.287
SNO,Sakon Nakhon Airport,17.1951,104.119
RBR,Plácido de Castro Airport,-9.8689,-67.8981
TTE,Sultan Khairun Babullah Airport,0.8314,127.381
VFA,Victoria Falls International Airport,-18.0959,25.839
IXU,Aurangabad Airport,19.8627,75.3981
MLN,Melilla Airport,35.2798,-2.9563
OSR,Ostrava Leos Janáček Airport,49.6963,18.1111
DAV,Enrique Malek International Airport,8.391,-82.435
HLZ,Hamilton International Airport,-37.8667,175.332
RES,Resistencia International Airport,-27.45,-59.0561
BHE,Woodbourne Airport,-41.5183,173.87
WIL,Nairobi Wilson Airport,-1.3217,36.8148
SWF,Stewart International Airport,41.5041,-74.1048
TTT,Taitung Airport,22.755,121.102
MKQ,Mopah Airport,-8.5203,140.418
IMP,Prefeito Renato Moreira Airport,-5.5313,-47.46
REL,Almirante Marco Andres Zar Airport,-43.2105,-65.2703
ERC,Erzincan Airport,39.7102,39.527
BJA,Soummam Airport,36.712,5.0699
IVC,Invercargill Airport,-46.4124,168.313
RGL,Piloto Civil N. Fernández Airport,-51.6089,-69.3126
MKK,Molokai Airport,21.1529,-157.096
LPT,Lampang Airport,18.2709,99.5042
MDQ,Ástor Piazzola International Airport,-37.9342,-57.5733
BVB,Atlas Brasil Cantanhede Airport,2.8414,-60.6922
ERF,Erfurt Airport,50.9798,10.9581
EAS,San Sebastian Airport,43.3565,-1.7906
PPP,Proserpine Whitsunday Coast Airport,-20.495,148.552
MAB,João Correa da Rocha Airport,-5.3686,-49.138
MOC,Mário Ribeiro Airport,-16.7069,-43.8189
TNJ,Raja Haji Fisabilillah International Airport,0.9227,104.532
IPH,Sultan Azlan Shah Airport,4.568,101.092
NKT,Şırnak Şerafettin Elçi Airport,37.3647,42.0582
UUD,Ulan-Ude Airport (Mukhino),51.8078,107.438
KEJ,Kemerovo Airport,55.2701,86.1072
KIS,Kisumu Airport,-0.0861,34.7289
JUJ,Gobernador Horacio Guzman International Airport,-24.3928,-65.0978
RJA,Rajahmundry Airport,17.1104,81.8182
LOE,Loei Airport,17.4391,101.722
COT,Cotulla-La Salle County Airport,28.4567,-99.2203
PPB,Presidente Prudente Airport,-22.1751,-51.4246
MSJ,Misawa Air Base,40.7032,141.368
TSJ,Tsushima Airport,34.2849,129.331
FEN,Fernando de Noronha Airport,-3.8549,-32.4233
ABX,Albury Airport,-36.0678,146.958
NAW,Narathiwat Airport,6.5199,101.743
KUA,Kuantan Airport,3.7754,103.209
ROT,Rotorua Regional Airport,-38.1092,176.317
UEO,Kumejima Airport,26.3635,126.714
AJL,Lengpui Airport,23.8406,92.6197
PLU,Pampulha - Carlos Drummond de Andrade Airport,-19.8512,-43.9506
IAG,Niagara Falls International Airport,43.1073,-78.9462
PAC,Marcos A. Gelabert International Airport,8.9733,-79.5556
KGI,Kalgoorlie Boulder Airport,-30.7894,121.462
GNS,Binaka Airport,1.1664,97.7047
UAQ,Domingo Faustino Sarmiento Airport,-31.5715,-68.4182
IXS,Silchar Airport,24.9129,92.9787
PSS,Libertador Gral D Jose De San Martin Airport,-27.3858,-55.9707
WGA,Wagga Wagga City Airport,-35.1653,147.466
ISA,Mount Isa Airport,-20.6639,139.489
ENE,Ende (H Hasan Aroeboesman) Airport,-8.8493,121.661
WMX,Wamena Airport,-4.1025,138.957
LBJ,Komodo Airport,-8.4867,119.889
BAL,Batman Airport,37.929,41.1166
CBQ,Margaret Ekpo International Airport,4.976,8.3472
ABA,Abakan Airport,53.74,91.385
DBO,Dubbo City Regional Airport,-32.2167,148.575
HUN,Hualien Airport,24.0231,121.618
BRO,Brownsville South Padre Island International Airport,25.9068,-97.4259
PXO,Porto Santo Airport,33.0734,-16.35
LCE,Goloson International Airport,15.7425,-86.853
NIM,Diori Hamani International Airport,13.4815,2.1836
RJK,Rijeka Airport,45.2169,14.5703
FXE,Fort Lauderdale Executive Airport,26.1973,-80.1707
KTG,Ketapang(Rahadi Usman) Airport,-1.8166,109.963
TMW,Tamworth Airport,-31.0839,150.847
PEZ,Penza Airport,53.1106,45.0211
RGA,Hermes Quijada International Airport,-53.7777,-67.7494
MZH,Amasya Merzifon Airport,40.8294,35.522
ARK,Arusha Airport,-3.3678,36.6333
LDU,Lahad Datu Airport,5.0322,118.324
TLM,Zenata – Messali El Hadj Airport,35.0167,-1.45
BMU,Muhammad Salahuddin Airport,-8.5396,118.687
MQF,Magnitogorsk International Airport,53.3931,58.7557
WJR,Wajir Airport,1.7332,40.0916
BTK,Bratsk Airport,56.3706,101.698
LRD,Laredo International Airport,27.5438,-99.4616
EDL,Eldoret International Airport,0.4045,35.2389
FMA,Formosa Airport,-26.2127,-58.2281
PRA,General Urquiza Airport,-31.7948,-60.4804
CPC,Aviador C. Campos Airport,-40.0754,-71.1373
PMY,El Tehuelche Airport,-42.7592,-65.1027
CNQ,Corrientes Airport,-27.4455,-58.7619
SJT,San Angelo Regional Mathis Field,31.3577,-100.496
SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,-27.7656,-64.31
BSK,Biskra Airport,34.7933,5.7382
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,27.8376,-0.1864
SRI,Temindung Airport,-0.4845,117.157
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,-33.2732,-66.3564
PED,Pardubice Airport,50.0134,15.7386
MFK,Matsu Beigan Airport,26.2242,120.003
CYI,Chiayi Airport,23.4618,120.393
KNX,Kununurra Airport,-15.7781,128.708
IRJ,Capitan V A Almonacid Airport,-29.3816,-66.7958
JHM,Kapalua Airport,20.9629,-156.673
PRH,Phrae Airport,18.1322,100.165
TMR,Aguenar – Hadj Bey Akhamok Airport,22.8115,5.4511
KPO,Pohang Airport (G-815/K-3),35.988,129.4204
LNY,Lanai Airport,20.7856,-156.951
CTC,Catamarca Airport,-28.5956,-65.7517
EQS,Brigadier Antonio Parodi Airport,-42.908,-71.1395
MKZ,Malacca Airport,2.2634,102.252
AFA,Suboficial Ay Santiago Germano Airport,-34.5883,-68.4039
RCU,Area De Material Airport,-33.0851,-64.2613
CLL,Easterwood Field,30.5886,-96.3638
RSA,Santa Rosa Airport,-36.5883,-64.2757
SJI,San Jose Airport,12.3615,121.047
KYD,Lanyu Airport,22.027,121.535
GHA,Noumérat - Moufdi Zakaria Airport,32.3841,3.7941
SFN,Sauce Viejo Airport,-31.7117,-60.8117
VDM,Gobernador Castello Airport,-40.8692,-63.0004
